n_bathrooms,rent_price,n_rooms,sq_mt_built,buy_price_by_area,has_garden,buy_price
5.0,-59721,7,802.0,2818,1,2260000
7.0,-188041,7,879.0,3185,1,2800000
5.0,-4547,5,463.0,3413,1,1580000
3.0,2165,5,242.0,4752,1,1150000
5.0,-303,6,487.0,2875,1,1400000
7.0,-36205,7,702.0,2956,1,2075000
6.0,2517,5,234.0,4167,1,975000
5.0,-4547,4,402.0,3930,0,1580000
5.0,2457,5,430.0,2442,1,1050000
5.0,-366133,5,596.0,5369,1,3200000
5.0,2516,5,400.0,2450,1,980000
3.0,1873,5,267.0,2210,1,590000
6.0,2421,6,375.0,2853,1,1070000
6.0,1536,6,299.0,4181,1,1250000
6.0,2457,5,242.0,4339,1,1050000
6.0,1900,6,299.0,4013,1,1200000
2.0,1230,2,84.0,3714,1,312000
2.0,1405,3,130.0,2962,1,385000
6.0,1536,6,299.0,4181,1,1250000
4.0,2517,4,234.0,4167,1,975000
3.0,1873,5,267.0,2210,1,590000
3.0,2126,6,180.0,3889,0,700000
3.0,1587,5,190.0,2447,0,465000
6.0,-87319,6,554.0,4368,1,2420000
2.0,2159,3,229.0,3122,0,715000
2.0,2159,3,226.0,3164,0,715000
2.0,2070,3,158.0,4272,0,675000
2.0,2047,3,147.0,4524,0,665000
3.0,2070,3,147.0,4592,0,675000
3.0,2047,3,157.0,4236,0,665000
5.0,-19939,6,545.0,3468,1,1890000
3.0,-3649,5,276.0,5616,1,1550000
6.0,-188041,7,899.0,3115,1,2800000
3.0,1485,4,211.0,1991,0,420000
5.0,1081,5,305.0,4256,1,1298000
5.0,-303,7,468.0,2991,1,1400000
3.0,785,5,302.0,4384,1,1324000
3.0,649,5,302.0,4421,1,1335000
3.0,242,4,301.0,4535,1,1365000
4.0,2290,4,168.0,4627,0,777385
6.0,2517,5,312.0,3125,1,975000
11.0,-366133,11,100.0,2585,1,3200000
5.0,1618,7,450.0,2756,1,1240000
5.0,712,6,400.0,3325,0,1330000
5.0,452,6,450.0,3000,0,1350000
4.0,1313,6,373.0,3418,1,1275000
5.0,2445,8,359.0,2423,0,870000
5.0,2213,5,252.0,2937,1,740000
6.0,-366133,6,560.0,5714,1,3200000
5.0,1165,6,395.0,3266,0,1290000
5.0,-59721,6,802.0,2818,1,2260000
3.0,-20661,4,500.0,3800,1,1900000
6.0,-244802,4,630.0,4683,1,2950000
7.0,-49857,6,875.0,2503,1,2190000
4.0,2265,5,260.0,2942,1,765000
8.0,-188041,7,879.0,3185,1,2800000
3.0,1576,4,168.0,2738,1,460000
5.0,-425334,5,680.0,4853,1,3300000
2.0,1435,1,103.0,3864,0,398000
5.0,2464,4,371.0,2385,1,885000
4.0,-1431,6,574.0,2544,1,1460000
5.0,-14150,5,521.0,3455,1,1800000
4.0,1900,5,480.0,2500,1,1200000
2.0,1370,0,309.0,1197,0,370000
5.0,-303,5,487.0,2875,1,1400000
6.0,-366133,6,561.0,5704,1,3200000
2.0,2010,3,317.0,2047,0,649000
5.0,-87319,5,550.0,4400,1,2420000
7.0,-188041,7,900.0,3111,1,2800000
5.0,539,6,394.0,3410,0,1343500
3.0,1989,5,270.0,4389,1,1185000
5.0,2124,6,251.0,2785,0,699000
4.0,2432,5,360.0,2389,1,860000
6.0,2512,7,505.0,1970,1,995000
4.0,2295,5,309.0,2524,1,780000
2.0,1299,3,126.0,2698,0,340000
5.0,2165,6,359.0,3203,1,1150000
5.0,2275,5,270.0,2852,1,770000
3.0,1746,4,158.0,3385,0,534900
5.0,712,6,480.0,2771,1,1330000
13.0,2159,13,513.0,1394,1,715000
5.0,2402,4,300.0,2800,1,840000
4.0,-60,4,340.0,4074,1,1385000
5.0,1081,5,290.0,4476,1,1298000
4.0,2516,5,400.0,2450,1,980000
4.0,2514,5,450.0,2111,1,950000
6.0,-19939,6,600.0,3150,1,1890000
6.0,-20661,7,654.0,2905,1,1900000
7.0,-65933,7,600.0,3833,1,2300000
6.0,1536,6,413.0,3027,1,1250000
6.0,1900,6,413.0,2906,1,1200000
4.0,2449,6,447.0,2360,1,1055000
5.0,2454,6,332.0,2642,0,877000
5.0,2497,6,332.0,2771,0,920000
3.0,2213,3,165.0,4483,0,739700
3.0,2169,3,165.0,4362,0,719700
6.0,-425334,5,670.0,4925,1,3300000
4.0,2496,4,252.0,3642,0,917700
8.0,2361,5,487.0,2248,1,1095000
5.0,2445,6,360.0,2417,0,870000
4.0,1900,4,280.0,4286,1,1200000
6.0,-1225,5,352.0,4119,1,1450000
8.0,-17213,8,600.0,3083,1,1850000
5.0,-4547,4,402.0,3930,1,1580000
5.0,-26621,7,710.0,2782,1,1975000
6.0,-65133,6,618.0,3714,1,2295000
4.0,-38920,4,395.0,5316,1,2100000
4.0,-83453,4,380.0,6316,1,2400000
6.0,-188041,5,607.0,4613,0,2800000
5.0,-13026,6,500.0,3560,1,1780000
6.0,-24524,4,624.0,3125,1,1950000
4.0,2170,6,350.0,2057,1,720000
5.0,1536,6,400.0,3125,1,1250000
5.0,-14150,5,549.0,3279,1,1800000
5.0,-4866,5,400.0,3975,1,1590000
5.0,-266250,5,600.0,5000,1,3000000
6.0,-564667,6,724.0,4834,1,3500000
4.0,2517,4,379.0,2546,1,965000
6.0,-44765,5,578.0,3720,1,2150000
5.0,-22927,5,319.0,6050,0,1930000
5.0,-17213,5,755.0,2450,1,1850000
5.0,-27054,4,575.0,3443,1,1980000
5.0,-14150,5,420.0,4286,1,1800000
4.0,2514,5,369.0,2683,1,990000
6.0,-17213,7,493.0,3753,1,1850000
5.0,-17213,7,700.0,2643,1,1850000
5.0,-44765,5,450.0,4778,1,2150000
5.0,1165,5,450.0,2867,1,1290000
7.0,-17213,5,580.0,3190,1,1850000
6.0,-17213,6,755.0,2450,1,1850000
3.0,2475,5,340.0,2632,1,895000
5.0,-140,5,360.0,3861,1,1390000
5.0,-735341,7,998.0,3707,1,3700000
4.0,-1866,5,362.0,4088,1,1480000
5.0,-140,5,361.0,3850,1,1390000
6.0,-17213,6,636.0,2909,1,1850000
6.0,1313,9,450.0,2833,1,1275000
5.0,2457,4,534.0,1966,1,1050000
5.0,-224653,5,466.0,6223,1,2900000
5.0,-51191,5,592.0,3716,1,2200000
7.0,-28833,7,470.0,4255,1,2000000
4.0,-4391,6,450.0,3500,1,1575000
5.0,1313,6,500.0,2550,1,1275000
3.0,2170,3,125.0,5760,0,720000
6.0,-1755,6,487.0,3029,1,1475000
5.0,-313261,6,750.0,4133,1,3100000
3.0,964,2,105.0,2048,0,215000
6.0,-1059741,6,100.0,2667,0,4000000
5.0,-564667,5,700.0,5000,1,3500000
5.0,2470,5,340.0,2618,1,890000
9.0,-11052891,8,100.0,5875,1,6750000
5.0,-83453,5,300.0,8000,1,2400000
7.0,-1823000,9,100.0,4429,1,4500000
5.0,2514,6,400.0,2475,0,990000
6.0,-65133,6,618.0,3714,1,2295000
3.0,2265,4,335.0,2284,1,765000
5.0,-140,5,500.0,2780,1,1390000
3.0,2516,3,320.0,3000,0,960000
5.0,-4866,5,391.0,4066,1,1590000
7.0,-44765,7,447.0,4810,1,2150000
4.0,1165,6,447.0,2886,1,1290000
6.0,-17213,6,755.0,2450,1,1850000
5.0,-2214,5,380.0,3934,1,1495000
6.0,18,5,423.0,3262,1,1380000
6.0,-14150,6,370.0,4865,1,1800000
3.0,2417,4,221.0,3846,1,850000
5.0,-17213,5,700.0,2643,1,1850000
5.0,-9067,5,500.0,3400,1,1700000
5.0,-17213,6,650.0,2846,1,1850000
5.0,-1225,5,360.0,4028,0,1450000
4.0,452,5,402.0,3358,1,1350000
5.0,-886529,6,950.0,4053,1,3850000
3.0,-32525,4,359.0,5680,1,2039000
5.0,-4866,5,391.0,4066,1,1590000
8.0,-886529,7,764.0,5039,1,3850000
6.0,-2871645,6,100.0,4326,1,4975000
4.0,-140,5,361.0,3850,1,1390000
2.0,1197,3,145.0,2062,0,299000
3.0,2369,5,257.0,3191,1,820000
6.0,1113,6,411.0,3151,1,1295000
9.0,-24524,11,654.0,2982,1,1950000
8.0,-1823000,6,901.0,4994,1,4500000
4.0,-1225,5,394.0,3680,0,1450000
6.0,-51191,6,780.0,2821,1,2200000
5.0,-4737,5,416.0,3812,1,1586000
5.0,-1059741,5,707.0,5658,1,4000000
7.0,-886529,7,747.0,5154,1,3850000
3.0,2417,7,221.0,3846,1,850000
6.0,-2096,5,400.0,3725,1,1490000
6.0,-2333,7,385.0,3896,1,1500000
5.0,2410,5,376.0,2859,1,1075000
3.0,2417,7,221.0,3846,1,850000
6.0,-11413234,8,819.0,8303,1,6800000
5.0,-1866,5,360.0,4111,1,1480000
5.0,-1225,3,450.0,3222,1,1450000
4.0,-14150,5,400.0,4500,1,1800000
4.0,2410,5,262.0,3225,1,845000
6.0,-1059741,6,707.0,5658,1,4000000
3.0,1642,4,132.0,3705,0,489000
6.0,-9067,5,550.0,3091,1,1700000
4.0,-83453,5,300.0,8000,1,2400000
6.0,-188041,6,753.0,3718,1,2800000
4.0,-4391,6,450.0,3500,1,1575000
7.0,-58234,6,625.0,3600,1,2250000
5.0,-886529,7,100.0,3632,1,3850000
6.0,-1823000,5,100.0,4500,0,4500000
5.0,1536,5,400.0,3125,0,1250000
3.0,-224653,5,466.0,6223,1,2900000
5.0,-266250,5,600.0,5000,0,3000000
6.0,-742,5,373.0,3820,1,1425000
7.0,-58234,6,666.0,3378,1,2250000
5.0,-742,5,373.0,3820,1,1425000
6.0,-5194,5,450.0,3556,1,1600000
2.0,1238,2,121.0,2603,0,315000
5.0,1912,5,360.0,3328,1,1198000
4.0,1165,3,411.0,3139,1,1290000
5.0,-2333,4,400.0,3750,0,1500000
2.0,1496,4,135.0,3148,1,425000
5.0,-65933,5,450.0,5111,1,2300000
2.0,1006,0,104.0,2202,0,229000
4.0,-27054,4,575.0,3443,1,1980000
2.0,1172,3,80.0,3612,0,289000
5.0,2347,7,371.0,2965,1,1100000
2.0,2126,3,163.0,4294,0,700000
3.0,2170,3,150.0,4800,0,720000
5.0,-140,5,410.0,3390,1,1390000
8.0,-17213,7,600.0,3083,1,1850000
4.0,2170,5,383.0,1880,0,720000
5.0,2058,4,265.0,2528,1,670000
4.0,2479,4,389.0,2311,1,899000
5.0,-9067,5,391.0,4348,1,1700000
5.0,-2333,5,372.0,4032,1,1500000
4.0,-38920,3,392.0,5357,1,2100000
5.0,-14150,5,420.0,4286,1,1800000
4.0,-742,4,380.0,3750,1,1425000
4.0,-735341,6,998.0,3707,1,3700000
5.0,-1011284,5,650.0,6092,1,3960000
3.0,2514,6,625.0,1584,1,990000
3.0,2514,4,625.0,1584,0,990000
2.0,1878,7,107.0,5533,1,592000
6.0,2470,4,242.0,3678,1,890000
5.0,2516,5,413.0,2373,1,980000
4.0,1059,8,450.0,2889,0,1300000
1.0,1655,1,84.0,5893,0,495000
6.0,-11413234,8,819.0,8303,1,6800000
5.0,-7993,5,384.0,4362,1,1675000
4.0,2497,5,360.0,2556,0,920000
3.0,-5194,5,240.0,6667,1,1600000
5.0,-13026,6,500.0,3560,1,1780000
5.0,18,6,400.0,3450,1,1380000
2.0,1382,4,138.0,2717,1,375000
4.0,2516,4,310.0,3097,1,960000
5.0,-14150,5,420.0,4286,1,1800000
6.0,-2214,5,400.0,3738,1,1495000
4.0,-224653,6,500.0,5800,1,2900000
5.0,-9067,5,500.0,3400,1,1700000
5.0,-83453,5,320.0,7500,1,2400000
6.0,-4866,5,400.0,3975,0,1590000
5.0,2475,6,415.0,2157,1,895000
1.0,1135,3,72.0,3819,0,275000
4.0,-1225,5,415.0,3494,1,1450000
3.0,1172,2,90.0,3211,0,289000
7.0,-17213,5,800.0,2312,1,1850000
6.0,-742,6,400.0,3562,1,1425000
7.0,-366133,5,740.0,4324,1,3200000
6.0,-1059741,6,700.0,5714,1,4000000
6.0,-14150,5,573.0,3141,1,1800000
5.0,-140,5,400.0,3475,1,1390000
4.0,-38920,5,395.0,5316,1,2100000
6.0,2374,6,440.0,2477,1,1090000
7.0,-17213,5,620.0,2984,1,1850000
3.0,2234,5,217.0,3456,1,750000
6.0,-17213,6,580.0,3190,1,1850000
6.0,-18887,5,437.0,4291,1,1875000
5.0,-313261,4,750.0,4133,1,3100000
5.0,1536,5,400.0,3125,1,1250000
5.0,1536,5,400.0,3125,1,1250000
10.0,-2807303,7,900.0,5500,1,4950000
4.0,1536,5,380.0,3289,1,1250000
4.0,2514,4,314.0,3153,0,990000
7.0,-1402943,6,724.0,5870,1,4250000
2.0,884,3,78.0,2435,0,189950
8.0,-1823000,6,100.0,4500,1,4500000
6.0,-6992,7,600.0,2750,1,1650000
6.0,-44765,5,450.0,4778,1,2150000
5.0,-51191,6,561.0,3922,1,2200000
6.0,-14150,5,573.0,3141,1,1800000
5.0,1731,5,347.0,3530,1,1225000
7.0,-9377334,6,600.0,10833,1,6500000
4.0,-224653,5,466.0,6223,1,2900000
4.0,-83453,5,300.0,8000,1,2400000
4.0,2514,5,369.0,2683,1,990000
5.0,-1225,5,415.0,3494,1,1450000
5.0,-313261,7,600.0,5167,1,3100000
1.0,-1059741,6,760.0,5263,1,4000000
5.0,-188041,5,607.0,4613,0,2800000
6.0,-156000,7,570.0,4737,0,2700000
7.0,-17213,5,620.0,2984,1,1850000
5.0,-313261,6,750.0,4133,0,3100000
6.0,-6992,7,500.0,3300,1,1650000
8.0,-1823000,5,900.0,5000,1,4500000
5.0,-4866,5,400.0,3975,1,1590000
5.0,-83453,5,400.0,6000,1,2400000
5.0,-14150,5,548.0,3285,1,1800000
7.0,-24524,11,654.0,2982,1,1950000
6.0,-44765,5,450.0,4778,0,2150000
5.0,-2333,5,372.0,4032,1,1500000
2.0,1992,3,133.0,4822,0,641300
4.0,-2333,4,550.0,2727,0,1500000
6.0,-366133,5,510.0,6275,1,3200000
6.0,-366133,6,690.0,4638,1,3200000
7.0,-689500,6,650.0,5615,1,3650000
6.0,-689500,6,850.0,4294,1,3650000
3.0,2170,3,150.0,4800,0,720000
4.0,1165,5,477.0,2704,1,1290000
5.0,2512,5,501.0,1986,1,995000
3.0,2475,6,304.0,2944,1,895000
5.0,1960,5,456.0,2610,1,1190000
5.0,-303,6,420.0,3333,0,1400000
5.0,-5194,5,500.0,3200,1,1600000
5.0,-104074,4,700.0,3571,1,2500000
3.0,2514,4,625.0,1584,1,990000
5.0,-1866,7,362.0,4088,1,1480000
4.0,2514,4,541.0,1830,1,990000
5.0,-6992,7,600.0,2750,0,1650000
6.0,-266250,5,650.0,4615,1,3000000
6.0,-2214,5,400.0,3738,1,1495000
5.0,-4866,6,391.0,4066,0,1590000
2.0,1344,2,120.0,2992,0,359000
5.0,-4866,5,400.0,3975,0,1590000
3.0,2070,5,262.0,2576,0,675000
5.0,2379,6,360.0,3022,1,1088000
8.0,-2937084,8,989.0,5056,1,5000000
3.0,2475,5,304.0,2944,1,895000
5.0,-17213,5,560.0,3304,1,1850000
6.0,-266250,5,600.0,5000,1,3000000
1.0,1197,1,112.0,2670,0,299000
7.0,-17213,4,600.0,3083,0,1850000
1.0,1052,0,113.0,2168,0,245000
3.0,2378,4,177.0,4661,0,825000
7.0,-17213,4,600.0,3083,0,1850000
4.0,2457,4,365.0,2877,1,1050000
5.0,2457,4,440.0,2386,1,1050000
5.0,-14150,5,366.0,4918,1,1800000
6.0,-188041,5,607.0,4613,0,2800000
3.0,1906,5,375.0,3197,1,1199000
5.0,-313261,6,750.0,4133,1,3100000
5.0,-128137,5,500.0,5200,1,2600000
3.0,2479,4,388.0,2317,1,899000
5.0,2457,4,360.0,2917,0,1050000
3.0,2416,6,600.0,1415,1,849000
1.0,1275,4,70.0,4714,0,330000
6.0,-1059741,6,707.0,5658,0,4000000
1.0,1038,1,80.0,3000,0,240000
3.0,2333,5,185.0,4324,1,800000
2.0,2497,4,200.0,4600,1,920000
9.0,-20646385,9,950.0,8211,0,7800000
5.0,-313261,6,750.0,4133,1,3100000
1.0,1161,2,80.0,3562,1,285000
8.0,-564667,8,900.0,3889,0,3500000
1.0,964,1,94.0,2287,0,215000
5.0,-14150,5,460.0,3913,1,1800000
2.0,1526,3,120.0,3650,0,438000
1.0,1299,2,65.0,5231,0,340000
4.0,2324,6,370.0,2149,0,795000
2.0,1474,1,130.0,3192,0,415000
3.0,1536,4,329.0,3799,1,1250000
4.0,-1225,4,447.0,3244,1,1450000
1.0,1439,0,130.0,3077,0,400000
3.0,2255,3,170.0,4471,0,760000
2.0,1564,3,125.0,3640,0,455000
5.0,-224653,5,100.0,2661,1,2900000
6.0,-1059741,7,800.0,5000,0,4000000
6.0,-44765,5,450.0,4778,1,2150000
3.0,2417,7,221.0,3846,1,850000
4.0,2514,4,541.0,1830,1,990000
3.0,-93355,4,412.0,5947,1,2450000
2.0,1238,3,100.0,3150,0,315000
1.0,1553,4,64.0,7031,1,450000
3.0,2324,4,140.0,5679,0,795000
3.0,2234,4,200.0,3750,0,750000
1.0,1151,1,80.0,3512,0,281000
2.0,1174,2,130.0,2230,0,289900
5.0,2384,5,379.0,2187,1,829000
5.0,1536,5,400.0,3125,1,1250000
5.0,1165,4,355.0,3634,1,1290000
5.0,-1755,5,400.0,3688,0,1475000
4.0,2421,6,415.0,2578,1,1070000
1.0,1262,4,89.0,3652,0,325000
3.0,1862,5,225.0,2600,0,585000
2.0,1195,2,87.0,3425,0,298000
5.0,-303,4,440.0,3182,1,1400000
7.0,-366133,6,740.0,4324,1,3200000
4.0,18,4,356.0,3876,1,1380000
4.0,2514,4,390.0,2538,1,990000
4.0,2479,4,388.0,2317,1,899000
4.0,-1225,5,447.0,3244,1,1450000
3.0,2417,6,200.0,4250,1,850000
1.0,1052,1,126.0,1944,0,245000
1.0,1061,3,70.0,3543,0,248000
6.0,-17213,6,600.0,3083,1,1850000
4.0,2410,5,372.0,2272,1,845000
7.0,-28833,8,652.0,3067,1,2000000
2.0,1587,3,105.0,4429,0,465000
3.0,2181,3,140.0,5179,0,725000
7.0,-58234,7,691.0,3256,1,2250000
6.0,-4866,4,391.0,4066,1,1590000
7.0,-28833,7,470.0,4255,1,2000000
5.0,-17213,7,700.0,2643,1,1850000
4.0,-38920,4,395.0,5316,1,2100000
5.0,1536,5,400.0,3125,1,1250000
2.0,1576,3,100.0,4600,0,460000
1.0,1262,2,112.0,2902,0,325000
4.0,2516,4,310.0,3097,0,960000
5.0,18,5,252.0,5476,1,1380000
4.0,-5194,6,990.0,1616,1,1600000
5.0,-10943,5,476.0,3655,1,1740000
3.0,2369,5,257.0,3191,1,820000
5.0,-14150,5,425.0,4235,1,1800000
6.0,-17213,6,500.0,3700,1,1850000
1.0,1038,1,80.0,3000,0,240000
5.0,-287644,5,666.0,4575,0,3047000
4.0,1731,5,347.0,3530,1,1225000
9.0,-65933,9,984.0,2337,1,2300000
5.0,2347,7,370.0,2973,1,1100000
3.0,2035,4,228.0,2895,1,660000
1.0,964,1,94.0,2287,0,215000
7.0,-886529,7,800.0,4812,1,3850000
3.0,2261,4,199.0,3834,0,763000
4.0,-83453,5,309.0,7767,1,2400000
5.0,-128137,7,100.0,2600,1,2600000
6.0,-1225,5,430.0,3372,1,1450000
6.0,-1823000,8,100.0,4225,1,4500000
4.0,2514,4,302.0,3278,0,990000
4.0,833,4,346.0,3815,1,1320000
6.0,-14150,5,549.0,3279,1,1800000
7.0,-17213,4,600.0,3083,1,1850000
6.0,2516,5,400.0,2450,1,980000
4.0,-5194,4,475.0,3368,1,1600000
4.0,1731,5,350.0,3500,1,1225000
4.0,-5194,5,480.0,3333,1,1600000
8.0,1081,12,416.0,3120,1,1298000
3.0,1978,3,288.0,2205,0,635000
3.0,2148,5,260.0,2731,1,710000
3.0,2159,5,260.0,2750,1,715000
6.0,-13581,5,548.0,3266,1,1790000
3.0,2517,4,220.0,4432,0,975000
4.0,2369,5,353.0,2323,1,820000
3.0,1943,5,320.0,1938,1,620000
5.0,-1225,5,430.0,3372,1,1450000
5.0,2305,6,403.0,1948,1,785000
4.0,2414,4,220.0,3855,1,848000
2.0,2213,4,420.0,1762,1,740000
4.0,2457,8,362.0,2901,1,1050000
4.0,2211,4,167.0,4425,0,739000
3.0,2133,4,240.0,4821,1,1157000
5.0,2143,6,450.0,2567,1,1155000
3.0,1960,6,379.0,3140,1,1190000
5.0,2417,4,275.0,3091,1,850000
3.0,1779,4,150.0,3660,1,549000
5.0,-104074,5,666.0,3754,1,2500000
3.0,1618,4,252.0,4921,1,1240000
5.0,-104074,6,540.0,4630,1,2500000
6.0,1165,5,447.0,2886,1,1290000
6.0,18,5,423.0,3262,1,1380000
5.0,-287644,5,666.0,4575,1,3047000
3.0,2452,4,399.0,2193,1,875000
1.0,1213,1,120.0,2542,0,305000
5.0,-17213,5,580.0,3190,1,1850000
8.0,-1823000,5,901.0,4994,1,4500000
5.0,2514,5,415.0,2289,1,950000
5.0,-4866,5,400.0,3975,1,1590000
5.0,-1225,3,450.0,3222,1,1450000
6.0,-14150,5,573.0,3141,1,1800000
4.0,2347,7,369.0,2981,1,1100000
5.0,-224653,6,500.0,5800,1,2900000
5.0,-2333,5,480.0,3125,1,1500000
8.0,-2937084,8,714.0,7003,1,5000000
2.0,1032,2,70.0,3399,0,237900
8.0,-110916,9,849.0,2980,1,2530000
8.0,-1823000,6,100.0,4500,1,4500000
6.0,-4495741,5,550.0,10000,1,5500000
5.0,-2333,5,400.0,3750,1,1500000
2.0,2273,4,247.0,3113,0,769000
1.0,1664,2,187.0,2668,1,499000
5.0,-313261,4,522.0,5939,1,3100000
10.0,-1480474,12,100.0,3116,1,4300000
7.0,-38920,7,470.0,4468,1,2100000
5.0,-14150,5,366.0,4918,1,1800000
5.0,1059,7,349.0,3725,1,1300000
4.0,-224653,5,415.0,6988,1,2900000
5.0,1536,6,340.0,3676,1,1250000
6.0,-999433,6,720.0,5486,1,3950000
2.0,2192,4,250.0,2920,1,730000
3.0,2478,3,258.0,3481,0,898000
9.0,-2871645,8,100.0,4326,1,4975000
5.0,-735341,7,950.0,3895,1,3700000
4.0,1931,5,300.0,3983,1,1195000
8.0,-17213,5,580.0,3190,1,1850000
7.0,-44765,7,447.0,4810,1,2150000
1.0,1094,1,100.0,2600,0,260000
4.0,2514,4,303.0,3267,1,990000
7.0,-564667,6,724.0,4834,1,3500000
3.0,2493,3,170.0,5382,0,915000
7.0,-366133,5,740.0,4324,1,3200000
2.0,-1011284,5,650.0,6092,1,3960000
5.0,-140,5,361.0,3850,1,1390000
4.0,1113,4,433.0,2991,1,1295000
4.0,1059,5,440.0,2955,1,1300000
5.0,-4391,6,450.0,3500,1,1575000
6.0,-1866,7,385.0,3844,1,1480000
8.0,-3353444,9,100.0,3679,1,5150000
5.0,-4238,6,400.0,3925,1,1570000
5.0,-11444,5,480.0,3646,0,1750000
7.0,2514,5,381.0,2493,1,950000
7.0,-366133,5,740.0,4324,1,3200000
3.0,2170,3,125.0,5760,0,720000
6.0,-140,5,465.0,2989,1,1390000
5.0,-188041,5,753.0,3718,1,2800000
5.0,-4866,5,400.0,3975,1,1590000
5.0,-224653,5,100.0,2636,1,2900000
5.0,-2096,5,401.0,3716,1,1490000
6.0,-2333,6,400.0,3750,1,1500000
1.0,813,1,38.0,4447,0,169000
4.0,2119,4,284.0,4085,0,1160000
3.0,-38920,3,341.0,6158,1,2100000
3.0,2265,4,335.0,2284,1,765000
5.0,-7993,6,480.0,3490,1,1675000
5.0,-4866,5,400.0,3975,1,1590000
3.0,2081,5,600.0,1133,0,680000
6.0,-128137,6,476.0,5462,1,2600000
6.0,-303,5,478.0,2929,0,1400000
6.0,-2333,8,558.0,2688,1,1500000
5.0,2445,6,370.0,2351,1,870000
3.0,2234,3,125.0,6000,0,750000
7.0,-17213,5,900.0,2056,1,1850000
6.0,-1059741,6,760.0,5263,1,4000000
3.0,2514,6,625.0,1584,0,990000
7.0,-44765,5,450.0,4778,1,2150000
7.0,-28833,7,470.0,4255,1,2000000
5.0,-128137,7,960.0,2708,1,2600000
5.0,-886529,6,950.0,4053,1,3850000
6.0,-1011284,6,720.0,5500,1,3960000
1.0,1067,1,66.0,3788,0,250000
1.0,1094,0,130.0,2000,0,260000
5.0,-17213,5,580.0,3190,0,1850000
5.0,-313261,7,750.0,4133,0,3100000
4.0,-104074,5,600.0,4167,0,2500000
5.0,-17213,6,845.0,2189,1,1850000
3.0,2170,3,125.0,5760,0,720000
5.0,2347,7,371.0,2965,1,1100000
3.0,2517,4,269.0,3625,0,975000
3.0,2417,3,252.0,3373,0,850000
4.0,2514,4,390.0,2538,1,990000
2.0,1344,4,143.0,2510,0,359000
3.0,2265,4,335.0,2284,0,765000
3.0,2159,4,170.0,4206,1,715000
3.0,-140,6,258.0,5388,1,1390000
7.0,-17213,4,600.0,3083,1,1850000
5.0,-15635,5,845.0,2160,1,1825000
5.0,-14150,5,452.0,3982,1,1800000
6.0,-9067,5,550.0,3091,1,1700000
4.0,2378,5,276.0,2989,1,825000
5.0,452,6,429.0,3147,1,1350000
7.0,-266250,7,100.0,2727,1,3000000
5.0,-24524,5,600.0,3250,1,1950000
2.0,2516,4,310.0,3097,1,960000
7.0,-564667,6,724.0,4834,1,3500000
4.0,-51191,5,554.0,3971,1,2200000
5.0,-224653,6,466.0,6223,1,2900000
2.0,1382,3,157.0,2389,0,375000
5.0,-17213,5,700.0,2643,1,1850000
4.0,-224653,5,460.0,6304,1,2900000
5.0,-266250,5,600.0,5000,0,3000000
5.0,-886529,8,100.0,3632,1,3850000
5.0,1536,7,311.0,4019,1,1250000
8.0,-104074,6,850.0,2941,1,2500000
7.0,-313261,6,750.0,4133,1,3100000
6.0,-14150,6,452.0,3982,1,1800000
6.0,-65933,7,800.0,2875,1,2300000
6.0,-1823000,5,100.0,4500,1,4500000
6.0,-7993,5,384.0,4362,1,1675000
2.0,2457,2,173.0,6069,0,1050000
5.0,-104074,5,770.0,3247,1,2500000
5.0,-4391,5,416.0,3786,1,1575000
5.0,-1866,5,371.0,3989,1,1480000
3.0,-93355,4,501.0,4890,1,2450000
4.0,-83453,4,400.0,6000,1,2400000
6.0,-6603834,6,100.0,4000,0,6000000
6.0,-17213,5,580.0,3190,1,1850000
5.0,452,5,430.0,3140,1,1350000
4.0,1059,5,302.0,4305,1,1300000
4.0,-27054,4,575.0,3443,1,1980000
5.0,-51191,5,592.0,3716,1,2200000
5.0,-140,5,381.0,3648,0,1390000
4.0,-1225,5,447.0,3244,1,1450000
5.0,-4391,6,450.0,3500,1,1575000
7.0,-17213,6,580.0,3190,1,1850000
3.0,1862,3,125.0,4680,0,585000
4.0,-1225,5,415.0,3494,1,1450000
8.0,-65933,7,449.0,5122,1,2300000
4.0,-735341,7,998.0,3707,1,3700000
8.0,-1823000,6,100.0,4500,1,4500000
6.0,-140,5,465.0,2989,1,1390000
4.0,2347,5,360.0,3056,0,1100000
2.0,1931,2,130.0,4731,0,615000
8.0,-941720,5,100.0,2639,1,3900000
3.0,2493,3,170.0,5382,0,915000
7.0,-4866,5,391.0,4066,1,1590000
7.0,-366133,5,894.0,3579,1,3200000
6.0,-51191,6,443.0,4966,1,2200000
8.0,-2871645,9,100.0,4326,1,4975000
2.0,-24524,2,340.0,5735,0,1950000
6.0,-154511,4,335.0,8045,0,2695000
6.0,-188041,7,666.0,4204,1,2800000
3.0,2165,6,269.0,4275,0,1150000
3.0,1767,4,218.0,5596,0,1220000
1.0,851,1,32.0,5625,0,180000
6.0,-188041,7,670.0,4179,1,2800000
2.0,-1755,1,230.0,6413,0,1475000
1.0,1323,3,120.0,2917,0,350000
1.0,948,0,28.0,7500,0,210000
6.0,-999433,6,650.0,6077,0,3950000
6.0,-999433,6,650.0,6077,0,3950000
2.0,1873,2,85.0,6941,0,590000
5.0,-154511,4,335.0,8045,0,2695000
1.0,2512,2,107.0,9299,0,995000
